article_id,split,outlet,url,match
701299732,train,shtfplan.com,http://www.shtfplan.com/experts/air-travel-could-spread-plague-as-health-officials-warn-nine-countries_10262017,id
701447437,train,shtfplan.com,http://www.shtfplan.com/headline-news/the-plague-is-airborne-and-its-spreading-because-people-are-literally-dancing-with-corpses_10262017,id
701553469,train,,,
701837665,train,,,
701933838,train,,,
701939679,train,,,
702077434,train,freedomoutpost.com,https://freedomoutpost.com/first-american-citizen-convicted-joining-isis-gets-20-years/,id
702077783,train,freedomoutpost.com,https://freedomoutpost.com/local-police-feds-impose-information-blackout-las-vegas-shooting/,id
702111021,train,,,
703056647,train,shtfplan.com,http://www.shtfplan.com/headline-news/officials-warn-airborne-black-death-epidemic-could-explode_11012017,id
703698295,train,remnantnewspaper.com,https://remnantnewspaper.com/web/index.php/articles/item/3523-so-much-for-mercy-dialogue-member-of-vatican-international-theological-commission-sacked-for-questioning-pope-of-mercy-dialogue,id
703806098,train,shtfplan.com,http://www.shtfplan.com/headline-news/there-were-active-shooters-on-the-runway-bombshell-air-traffic-control-audio-from-the-night-of-the-las-vegas-massacre-reveals_11032017,id
703821117,train,,,
704591553,train,frontpagemag.com,http://www.frontpagemag.com/fpm/268342/anti-semitic-purge-mcgill-university-ari-lieberman,id
704856340,train,shtfplan.com,http://www.shtfplan.com/conspiracy-fact-and-theory/new-audio-from-the-night-of-the-las-vegas-massacre-reveals-that-there-was-another-active-shooter-in-the-bar-at-the-top-of-the-mandalay-bay-hotel-during-the-attack_11072017,id
705035735,train,shtfplan.com,http://www.shtfplan.com/headline-news/new-virus-with-no-cure-spreading-this-is-worse-than-the-black-death_11062017,id
706088110,train,,,
706501640,train,shtfplan.com,http://www.shtfplan.com/headline-news/deadly-plague-could-mutate-and-become-untreatable-as-it-spreads-globally_11132017,id
706600938,train,remnantnewspaper.com,https://remnantnewspaper.com/web/index.php/fetzen-fliegen/item/3541-did-saint-francis-predict-pope-francis,id
706636401,train,shtfplan.com,http://www.shtfplan.com/conspiracy-fact-and-theory/newly-released-private-surveillance-footage-from-the-las-vegas-massacre-shows-helicopter-hovering-overhead-during-the-attack_11132017,id
706661242,train,,,
706777811,train,shtfplan.com,http://www.shtfplan.com/experts/department-of-homeland-security-to-release-biological-weapons-on-a-school_11142017,id
707451080,train,freedomoutpost.com,https://freedomoutpost.com/house-representatives-paid-15000000-sexual-harassment-victims/,id
707566605,train,,,
707772906,train,thewashingtonstandard.com,http://thewashingtonstandard.com/al-franken-just-beginning-curtain-pulled-back-washington-dc/,id
708071969,train,shtfplan.com,http://www.shtfplan.com/conspiracy-fact-and-theory/shock-black-death-patients-are-escaping-the-hospital-over-fear-of-needles-as-officials-worry-plague-could-spread_11182017,id
708487008,train,shtfplan.com,http://www.shtfplan.com/headline-news/black-death-warning-the-plague-is-impossible-to-eradicate_11202017,id
708561738,train,thewashingtonstandard.com,http://thewashingtonstandard.com/like-paying-sexual-harassment-settlements-congress-america/,id
709732928,train,freedomoutpost.com,https://freedomoutpost.com/uranium-one-bombshell-evidence-bribery-extortion-kickbacks-money-laundering/,id
710100700,train,breaking911.com,http://breaking911.com/ice-deports-guatemalan-man-wanted-assassination/,id
710376094,train,shtfplan.com,http://www.shtfplan.com/headline-news/asteroid-will-skim-by-earth-days-before-christmas-it-is-potentially-hazardous_11272017,id
711566593,train,frontpagemag.com,http://www.frontpagemag.com/fpm/268583/no-justice-kate-steinle-lloyd-billingsley,id
711596363,train,shtfplan.com,http://www.shtfplan.com/headline-news/trump-slams-disgraceful-verdict-after-san-francisco-jury-acquits-kates-law-victims-killer_12012017,id
711622457,train,freedomoutpost.com,https://freedomoutpost.com/uk-labour-mp-cites-ban-robert-spencer-pamela-geller-calling-trump-banned-country/,id
711716996,train,,,
711964584,train,freedomoutpost.com,https://freedomoutpost.com/british-labor-party-banned-pamela-geller-now-lets-ban-trump/,id
712382330,train,remnantnewspaper.com,https://remnantnewspaper.com/web/index.php/fetzen-fliegen/item/3587-communion-to-adulterers-promulgated-as-authentic-magisterium,id
713130996,train,frontpagemag.com,http://www.frontpagemag.com/fpm/268637/san-francisco-show-trial-sequel-lloyd-billingsley,id
715588833,train,remnantnewspaper.com,https://remnantnewspaper.com/web/index.php/fetzen-fliegen/item/3608-the-dictator-pope-a-call-to-hierarchical-opposition,id
715790840,train,remnantnewspaper.com,https://remnantnewspaper.com/web/index.php/fetzen-fliegen/item/3609-cardinal-burke-to-michael-matt-amoris-not-an-exercise-of-magisterium-now-what,id
716469423,train,shtfplan.com,http://www.shtfplan.com/headline-news/the-sun-is-going-dark-no-sunspots-for-96-days-ice-age-approaches_12192017,id
718312499,train,shtfplan.com,http://www.shtfplan.com/conspiracy-fact-and-theory/new-footage-from-las-vegas-massacre-reveals-possible-muzzle-flashes-from-helicopters-that-may-have-conducted-air-assault_12272017,id
718595845,train,,,
721406153,train,remnantnewspaper.com,https://remnantnewspaper.com/web/index.php/fetzen-fliegen/item/3650-apparently-they-think-we-are-fools,id
721710340,train,,,
721890296,train,freedomoutpost.com,https://freedomoutpost.com/hungarian-prime-minister-hits-nail-head-refugees-actually-muslim-invaders/,id
722507879,train,shtfplan.com,http://www.shtfplan.com/headline-news/doj-unseals-indictment-involving-uranium-one-scandal_01152018,id
723501118,train,frontpagemag.com,https://www.frontpagemag.com/point/269063/we-should-be-more-sweden-gov-may-use-army-against-daniel-greenfield,id
723537899,train,,,
723793978,train,,,
723823436,train,freedomoutpost.com,https://freedomoutpost.com/congressman-credible-evidence-terrorist-infiltration-southern-border-related-las-vegas-shooting/,id
723844295,train,,,
723883127,train,shtfplan.com,http://www.shtfplan.com/conspiracy-fact-and-theory/shock-the-pope-is-now-openly-attacking-child-sexual-abuse-victims-for-slander_01192018,id
724095598,train,shtfplan.com,http://www.shtfplan.com/conspiracy-fact-and-theory/credible-evidence-of-a-terrorist-infiltration-congressman-says-secret-intel-proves-isis-connection-to-las-vegas-massacre_01202018,id
724791253,train,freedomoutpost.com,https://freedomoutpost.com/london-borough-highest-percentage-muslims-uk-votes-ban-trump-entering/,id
725238842,train,breaking911.com,http://breaking911.com/arizona-border-patrol-nabs-armed-mexican-national-attempting-take-stolen-truck-mexico/,id
725276027,train,,,
725498022,train,remnantnewspaper.com,https://remnantnewspaper.com/web/index.php/articles/item/3684-special-report-pope-francis-accused-of-inaction-in-notorious-sex-abuse-cases,id
725824328,train,,,
727128296,train,msn.com,http://www.msn.com/en-us/news/us/man-who-sold-ammo-to-las-vegas-gunman-speaks-out/ar-BBIvlnC,id
727174208,train,,,
727405181,train,newsweek.com,http://www.newsweek.com/india-joins-us-and-china-plans-visit-moon-797494,id
727493378,train,freedomoutpost.com,https://freedomoutpost.com/coroner-defies-court-order-wont-release-las-vegas-shooters-autopsy-report/,id
727497152,train,shtfplan.com,http://www.shtfplan.com/conspiracy-fact-and-theory/las-vegas-massacre-coverup-clark-county-coroner-releases-58-autopsy-reports-with-all-names-redacted-no-ballistics-and-no-stephen-paddock-autopsy_02012018,id
727569885,train,frontpagemag.com,https://www.frontpagemag.com/fpm/269203/trump-effect-islamic-republic-ceases-naval-ari-lieberman,id
727634031,train,cnn.com,http://www.cnn.com/2018/02/02/us/douglas-haig-las-vegas-massacre/,id
727658675,train,,,
727736557,train,phoenixnewtimes.com,http://www.phoenixnewtimes.com/news/conspiracy-theorists-mesa-man-sold-ammo-to-las-vegas-shooter-10101392,id
727736595,train,businessinsider.com,http://www.businessinsider.com/douglas-haig-las-vegas-shooting-bullets-2018-2,id
727869189,train,nationalreview.com,http://www.nationalreview.com/article/456074/pope-francis-ross-douthat-massimo-faggioli-debate-catholic-church-future,id
728153988,train,,,
728169864,train,,,
728343601,train,,,
728680557,train,lifesitenews.com,https://www.lifesitenews.com/news/tenth-prelate-signs-profession-of-immutable-truths-about-sacramental-marria,id
728758697,train,,,
728972961,train,remnantnewspaper.com,https://remnantnewspaper.com/web/index.php/articles/item/3719-for-the-first-time-online-archbishop-lefebvre-s-prophetic-address-to-the-remnant-1976,id
729303442,train,edmontonjournal.com,http://edmontonjournal.com/news/canada/vote-targeting-jewish-student-politician-was-political-not-anti-semitic-mcgill-report/wcm/2a3f452e-cd55-4820-84ba-3a31c1783067,id
729348908,train,,,
729368012,train,freedomoutpost.com,https://freedomoutpost.com/uranium-one-informant-breaks-silence-moscow-paid-millions-influence-hillary-clinton/,id
729410793,train,lifesitenews.com,https://www.lifesitenews.com/news/german-cardinal-liturgical-blessing-for-gay-unions-truly-seems-sacrilegious,id
729549972,train,,,
729561658,train,,,
729578579,train,remnantnewspaper.com,https://remnantnewspaper.com/web/index.php/articles/item/3723-special-report-papal-cover-up-alleged-pope-accused-in-international-sex-abuse-case,id
729581752,train,,,
729651527,train,montrealgazette.com,http://montrealgazette.com/news/local-news/student-says-anti-semitism-still-an-issue-in-mcgill-student-government,id
729668796,train,freedomoutpost.com,https://freedomoutpost.com/hungary-pm-viktor-orban-vows-fight-want-change-christian-identity-europe/,id
729670169,train,news.trust.org,http://news.trust.org/item/20180210003206-n7t7s,id
729700539,train,,,
729940206,train,frontpagemag.com,https://www.frontpagemag.com/point/269287/online-sociology-course-founders-over-whether-daniel-greenfield,id
730019938,train,,,
730036755,train,chicagotribune.com,http://www.chicagotribune.com/news/nationworld/ct-ohio-police-officers-killed-20180211-story.html,id
730061195,train,newsweek.com,http://www.newsweek.com/ohio-cop-slaying-suspects-wife-hid-bushes-while-husband-shot-officers-911-call-802837,id
730149656,train,frontpagemag.com,https://www.frontpagemag.com/fpm/269275/muslim-crime-stopper-sofian-zakkouts-new-crush-joe-kaufman,id
730222442,train,newsweek.com,http://www.newsweek.com/oumuamua-interstellar-object-collision-803060,id
730237078,train,bgr.com,http://bgr.com/2018/02/12/new-horizons-nasa-photo-farther-ever-shot/,id
730389374,train,,,
730559808,train,lifesitenews.com,https://www.lifesitenews.com/news/austrian-bishop-forcefully-rejects-german-bishops-idea-of-blessing-homosexu,id
730573740,train,lifesitenews.com,https://www.lifesitenews.com/news/cardinal-mueller-blessing-homosexual-couples-would-be-an-atrocity,id
730652769,train,breaking911.com,http://breaking911.com/60-illegal-aliens-apprehended-texas-stash-houses/,id
730865684,train,newsweek.com,http://www.newsweek.com/puerto-rico-housing-hurricane-illegally-806808,id
731063195,train,,,
731178960,train,shtfplan.com,http://www.shtfplan.com/headline-news/solar-storm-will-strike-earth-tonight-weak-power-grid-fluctuations-possible_02152018,id
731511020,train,,,
731513824,train,lifesitenews.com,https://www.lifesitenews.com/news/austrian-diocese-blesses-gay-couples-on-valentines-day-makes-reference-to-a,id
731762731,train,,,
731927633,train,news.trust.org,http://news.trust.org/item/20180218172639-j0uun/,id
732154721,train,lifesitenews.com,https://www.lifesitenews.com/news/hungarian-prime-minister-christianity-is-europes-last-hope,id
732610971,train,freedomoutpost.com,https://freedomoutpost.com/hungarian-prime-minister-viktor-orban-calls-global-anti-migrant-alliance/,id
732708002,train,latimes.com,http://www.latimes.com/world/europe/la-fg-vatican-pope-abuse-20180221-htmlstory.html,id
733754480,train,montrealgazette.com,http://montrealgazette.com/pmn/news-pmn/brazilian-arms-dealer-arrested-in-the-united-states/wcm/5f4b4de9-5e0b-4056-911b-24dac3c67a8a,id
734265267,train,breaking911.com,http://breaking911.com/ice-arrests-145-south-central-texas-7-day-operation-targeting-criminal-aliens/,id
735090638,train,,,
735265649,train,frontpagemag.com,https://www.frontpagemag.com/fpm/269465/ice-arrests-over-150-bay-area-mark-tapson,id
735815173,train,,,
735815503,train,frontpagemag.com,https://www.frontpagemag.com/point/269486/how-many-child-rapists-did-sanctuary-city-mayor-daniel-greenfield,id
735855251,train,breaking911.com,http://breaking911.com/ice-arrests-20-kansas-city-4-day-operation-targeting-criminal-aliens/,id
736231219,train,frontpagemag.com,https://www.frontpagemag.com/fpm/269500/farrakhan-speech-jews-are-my-enemy-white-folks-are-mark-tapson,id
736757214,train,,,
737194975,train,lewrockwell.com,https://www.lewrockwell.com/2018/03/chuck-baldwin/trump-opens-door-for-gun-confiscation-in-america/,id
737255982,train,frontpagemag.com,https://www.frontpagemag.com/point/269548/j-street-kapos-may-un-endorse-dem-rep-over-jewish-daniel-greenfield,id
737457870,train,frontpagemag.com,https://www.frontpagemag.com/point/269551/3rd-highest-ranked-dem-civil-rights-hero-appeared-daniel-greenfield,id
738060046,train,freedomoutpost.com,https://freedomoutpost.com/uk-bans-free-speech-activists-admitting-numerous-preachers-jihad-violence-hatred-sharia/,id
738207834,train,remnantnewspaper.com,https://remnantnewspaper.com/web/index.php/articles/item/3786-et-tu-benedict-some-final-thoughts-on-joseph-ratzinger,id
739091070,train,frontpagemag.com,https://www.frontpagemag.com/point/269609/did-oakland-mayor-tip-la-raza-ice-raid-daniel-greenfield,id
739140767,train,breaking911.com,https://breaking911.com/ms-503-gang-member-apprehended-by-border-patrol-agents-in-arizona/,id
740808926,train,,,
741655444,train,freedomoutpost.com,https://freedomoutpost.com/travis-air-force-base-terrorist-identified-muslim-hafiz-kazi/,id
741896049,train,breaking911.com,https://breaking911.com/western-michigan-ice-operation-nets-16-arrests-over-4-day-period/,id
741923579,train,frontpagemag.com,https://www.frontpagemag.com/fpm/269702/fbi-cant-find-motive-muslim-who-drove-burning-robert-spencer,id
752287274,train,freedomoutpost.com,https://freedomoutpost.com/muslim-dem-it-aides-family-member-paid-45000-after-hiring-attorney-specializing-in-money-laundering-cases/,id
754111899,train,news.sky.com,https://news.sky.com/story/two-cases-of-ebola-confirmed-in-the-democratic-republic-of-the-congo-11364084,id
754131438,train,cnn.com,https://www.cnn.com/2018/05/08/health/ebola-outbreak-who-bn/,id
754179642,train,thejakartapost.com,http://www.thejakartapost.com/news/2018/05/09/new-outbreak-of-ebola-kills-17-in-northwest-dr-congo.html,id
754231597,train,sputniknews.com,https://sputniknews.com/africa/201805091064271032-ebola-outbreak-congo/,id
754348478,train,,,
754402671,train,aljazeera.com,https://www.aljazeera.com/news/2018/05/drc-fresh-ebola-outbreak-kills-equateur-province-180509075719018.html,id
754508491,train,msn.com,https://www.msn.com/en-us/news/world/the-latest-ebola-outbreak-in-dr-congo-has-left-17-dead/ar-AAx1HBw,id
755170235,train,shtfplan.com,http://www.shtfplan.com/headline-news/leaked-doc-reveals-white-house-planning-regime-change-in-iran_05112018,id
755393220,train,freedomoutpost.com,https://freedomoutpost.com/watch-john-bolton-promises-room-full-of-former-terrorists-the-us-would-overthrow-iran-by-2019/,id
755459860,train,freedomoutpost.com,https://freedomoutpost.com/here-we-go-again-leaked-documents-white-house-planning-regime-change-in-iran/,id
755814432,train,freedomoutpost.com,https://freedomoutpost.com/trumps-plan-for-iran-put-terrorists-in-charge/,id
756114837,train,shtfplan.com,http://www.shtfplan.com/headline-news/who-prepares-for-worst-case-as-congo-ebola-outbreak-spreads_05152018,id
757171650,train,shtfplan.com,http://www.shtfplan.com/headline-news/we-now-have-urban-ebola-in-congo-who-warns-of-potentially-explosive-increase-in-cases_05182018,id
757611486,train,freedomoutpost.com,https://freedomoutpost.com/the-islamization-of-the-public-schools/,id
757713354,train,,,
757843275,train,shtfplan.com,http://www.shtfplan.com/headline-news/experimental-ebola-vaccine-will-be-administered-in-congo-as-ebola-death-toll-climbs_05212018,id
757964238,train,freedomoutpost.com,https://freedomoutpost.com/people-call-on-white-house-to-pardon-oregon-ranchers-steve-dwight-hammond/,id
758385628,train,,,
758469195,train,,,
758477392,train,,,
758512204,train,freedomoutpost.com,https://freedomoutpost.com/witness-muslim-democrat-it-aide-awan-wiretapped-her-then-bank-account-she-controlled-was-drained/,id
758669180,train,,,
758756657,train,freedomoutpost.com,https://freedomoutpost.com/islamizing-the-schools-the-case-of-west-virginia/,id
758812201,train,shtfplan.com,http://www.shtfplan.com/headline-news/another-sound-weapon-used-to-attack-us-diplomats-this-time-in-china_05242018,id
758882558,train,,,
759337941,train,freedomoutpost.com,https://freedomoutpost.com/capitol-police-accidentally-gave-treasure-trove-of-evidence-to-muslim-it-spys-defense-attorney/,id
759468687,train,freedomoutpost.com,https://freedomoutpost.com/ramadan-jihad-2018-death-toll-so-far-is-218/,id
759478604,train,remnantnewspaper.com,https://remnantnewspaper.com/web/index.php/fetzen-fliegen/item/3911-a-sister-speaks-cor-orans-is-the-death-knell-of-carmel,id
761334950,train,,,
761546223,train,,,
761610997,train,vdare.com,https://www.vdare.com/articles/patrick-j-buchanan-boehner-s-right-it-s-trump-s-party-now,id
761674108,train,vdare.com,http://www.vdare.com/articles/patrick-j-buchanan-sorry-jeff-flake-its-trumps-party-now,text
761874505,train,,,
761897089,train,freedomoutpost.com,https://freedomoutpost.com/former-navy-sailor-pardoned-by-trump-to-sue-obama-comey/,id
761968851,train,vdare.com,https://vdare.com/articles/national-data-december-jobs-trump-effect-american-worker-displacement-immigrant-population-black-unemployment-all-decline,id
761969038,train,vdare.com,https://www.vdare.com/articles/national-data-by-edwin-s-rubenstein-243,id
761969692,train,,,
762147609,train,,,
762152527,train,,,
762200179,train,,,
762340819,train,frontpagemag.com,https://www.frontpagemag.com/fpm/270378/obamas-treason-even-worse-we-thought-robert-spencer,id
762546428,train,shtfplan.com,http://www.shtfplan.com/headline-news/homeschooling-expands-as-parents-seethe-over-liberal-social-engineering-and-violence_06072018,id
762956953,train,thewashingtonstandard.com,http://thewashingtonstandard.com/iran-admits-to-aiding-al-qaeda-and-facilitating-9-11-jihad-terror-attacks/,id
763260610,train,lewrockwell.com,https://www.lewrockwell.com/2018/06/no_author/the-eerie-silence-surrounding-the-assange-case/,id
763440871,train,,,
763761219,train,,,
764518567,train,,,
764609985,train,freedomoutpost.com,https://freedomoutpost.com/clinton-email-ig-report-rips-fbi-comey-lynch-plus-a-whole-lot-more/,id
764664283,train,freedomoutpost.com,https://freedomoutpost.com/foolish-religion-author-gary-wills-the-religion-of-the-quran-is-a-religion-of-peace/,id
764715911,train,freedomoutpost.com,https://freedomoutpost.com/after-calling-for-guns-ammo-confiscation-universal-gun-registration-the-american-medical-association-should-think-about-taking-american-out-of-their-name/,id
765029945,train,,,
765197039,train,freedomoutpost.com,https://freedomoutpost.com/nigel-farage-warns-well-lose-a-battle-between-the-west-and-islam/,id
765385479,train,lewrockwell.com,https://www.lewrockwell.com/2018/06/no_author/a-call-to-bring-julian-assange-home/,id
765913191,train,,,
765953146,train,,,
766084411,train,,,
766632016,train,freedomoutpost.com,https://freedomoutpost.com/muslim-cleric-there-were-jews-in-islamic-countries-caliphates-but-we-never-killed-them-just-for-being-jews/,id
766942310,train,,,
767129999,train,freedomoutpost.com,https://freedomoutpost.com/president-donald-trump-proposes-simple-immigration-plan-illegals-have-to-go/,id
769427494,train,freedomoutpost.com,https://freedomoutpost.com/congress-top-cop-house-democratic-caucus-server-vanished-in-muslim-spy-ring-investigation/,id
769682854,train,,,
769752554,train,shtfplan.com,http://www.shtfplan.com/headline-news/texas-mom-my-son-was-attacked-for-wearing-a-maga-hat-at-whataburger_07052018,id
769962236,train,,,
769962328,train,,,
770156173,train,lewrockwell.com,https://www.lewrockwell.com/2018/07/eric-margolis/president-trump-end-the-korean-war/,id
770156851,train,lewrockwell.com,https://www.lewrockwell.com/2018/07/patrick-j-buchanan/the-never-trumpers-are-never-coming-back/,id
770221823,train,,,
770376380,train,freedomoutpost.com,https://freedomoutpost.com/pope-francis-denounces-murderous-indifference-to-persecution-of-christians-of-which-he-is-a-chief-architect/,id
770581969,train,shtfplan.com,http://www.shtfplan.com/headline-news/strange-sonic-attacks-against-diplomats-reach-epic-proportions_07092018,id
770877978,train,,,
770945799,train,shtfplan.com,http://www.shtfplan.com/headline-news/ex-sailor-pardoned-by-trump-sues-obama-and-comey-for-not-prosecuting-hillary_07102018,id
770956434,train,,,
771254016,train,,,
771406408,train,frontpagemag.com,https://www.frontpagemag.com/point/270716/france-gives-muslim-killer-elderly-jewish-woman-daniel-greenfield,id
771546417,train,shtfplan.com,http://www.shtfplan.com/headline-news/teen-who-had-maga-hat-ripped-off-head-gets-new-one-signed-by-trump_07122018,id
771655795,train,lewrockwell.com,https://www.lewrockwell.com/2018/07/no_author/gun-control-is-now-truly-impossible/,id
771879020,train,freedomoutpost.com,https://freedomoutpost.com/doj-surrenders-3d-print-gun-files-are-protected-under-first-amendment/,id
772947654,train,,,
773520636,train,freedomoutpost.com,https://freedomoutpost.com/biblical-illiterates-reverse-romans-13-teach-submit-to-tyranny/,id
773937361,train,,,
774007496,train,frontpagemag.com,https://www.frontpagemag.com/point/270822/french-authorities-blame-attack-muslim-shouting-daniel-greenfield,id
774145019,train,freedomoutpost.com,https://freedomoutpost.com/obama-was-never-as-tough-on-russia-as-trump/,id
774637726,train,,,
774904810,train,freedomoutpost.com,https://freedomoutpost.com/army-colonel-false-flag-gulf-of-tonkin-incident-may-be-used-to-get-us-into-war-with-iran/,id
775448623,train,,,
776049384,train,,,
776345502,train,freedomoutpost.com,https://freedomoutpost.com/trump-to-jeff-sessions-put-an-end-to-russia-probe-prosecutors-doing-muellers-dirty-work-are-a-disgrace-to-america/,id
776368676,train,shtfplan.com,http://www.shtfplan.com/headline-news/trump-to-sessions-in-series-of-tweets-stop-the-rigged-witch-hunt-now_08012018,id
776373795,train,personalliberty.com,https://personalliberty.com/trump-calls-sessions-stop-muellers-russia-probe-raising-specter-attempted-obstruction/,id
776535164,train,,,
776616374,train,freedomoutpost.com,https://freedomoutpost.com/54-years-ago-today-government-media-created-spread-fake-news-to-start-vietnam-war/,id
778139122,train,,,
779394730,train,,,
780414700,train,remnantnewspaper.com,https://remnantnewspaper.com/web/index.php/articles/item/4032-bishop-morlino-targets-homosexual-subculture-in-the-church-calls-for-reparation-to-sacred-heart-of-jesus,id
780619695,train,,,
780786973,train,personalliberty.com,https://personalliberty.com/mueller-looking-trouble-trump-says-cryptically/,id
781577820,train,personalliberty.com,https://personalliberty.com/jeff-sessions-lashes-back-at-trump/,id
781768042,train,freedomoutpost.com,https://freedomoutpost.com/sodom-and-gomorrah-was-judged-by-god-because-men-refused-to-keep-his-commandments-in-dealing-with-the-wicked/,id
781847297,train,personalliberty.com,https://personalliberty.com/trump-expresses-sympathy-for-reality-winner-whose-mom-asks-for-pardon/,id
782017101,train,remnantnewspaper.com,https://remnantnewspaper.com/web/index.php/articles/item/4047-cardinal-theodore-mccarrick-yet-another-fruit-of-vatican-ii,id
782086447,train,remnantnewspaper.com,https://remnantnewspaper.com/web/index.php/articles/item/4049-former-apostolic-nuncio-to-the-united-states-accuses-pope-of-mccarrick-cover-up-calls-on-francis-to-resign,id
783702663,train,remnantnewspaper.com,https://remnantnewspaper.com/web/index.php/articles/item/4061-archbishop-vigano-speaks-the-neo-catholics-panic,id
785801366,train,frontpagemag.com,https://www.frontpagemag.com/fpm/271287/9-steps-successfully-counter-jihad-jamie-glazov,id
786250729,train,personalliberty.com,https://personalliberty.com/google-colluded-with-clinton-campaign-with-silent-donations/,id
786344683,train,lewrockwell.com,https://www.lewrockwell.com/2018/09/tyler-durden/google-was-working-to-get-hillary-clinton-elected-with-silent-donation-according-to-leaked-internal-email/,id
786527921,train,freedomoutpost.com,https://freedomoutpost.com/silent-donation-corporate-emails-reveal-google-executives-tried-to-turn-out-latino-voters-who-they-thought-would-vote-for-clinton/,id
786731884,train,frontpagemag.com,https://www.frontpagemag.com/fpm/271314/facebook-bans-outline-stop-jihadi-attacks-wndcom,id
786919720,train,freedomoutpost.com,https://freedomoutpost.com/desperate-feinstein-pushes-30-claim-about-sexual-misconduct-of-kavanaugh/,id
787002327,train,frontpagemag.com,https://www.frontpagemag.com/fpm/271324/facebook-lifts-frontpage-editor-jamie-glazovs-911-frontpagemagcom,id
787142429,train,personalliberty.com,https://personalliberty.com/brett-kavanaugh-accused-in-letter-obtained-by-fbi-of-drunkenly-forcing-himself-on-woman-while-in-high-school-kavanaugh-denies-it-happened/,id
787529309,train,frontpagemag.com,https://www.frontpagemag.com/fpm/271343/last-minute-character-assassination-judge-joseph-klein,id
787668628,train,,,
787759779,train,frontpagemag.com,https://www.frontpagemag.com/point/271357/kavanaugh-accusers-lawyer-vice-chair-org-opposing-daniel-greenfield,id
787955075,train,,,
788056108,train,,,
788173482,train,frontpagemag.com,https://www.frontpagemag.com/fpm/271370/exposing-deep-state-plotters-matthew-vadum,id
788726416,train,lewrockwell.com,https://www.lewrockwell.com/2018/09/no_author/deep-state-insurrection-defying-potus-trumps-order-to-release-unredacted-fisa-docs/,id
788816478,train,,,
789121265,train,freedomoutpost.com,https://freedomoutpost.com/juanita-broaddrick-senator-feinstein-had-no-interest-in-my-rape-allegation/,id
789121798,train,freedomoutpost.com,https://freedomoutpost.com/being-skeptical-of-documented-liars-attacking-a-supreme-court-nominee-is-a-good-thing-heres-why/,id
